Sutarties sudarymo data;Perkanèioji Institucija;Pirkinys yra: prekës, paslaugos, darbai1;Pirkinio pavadinimas (Pavadinimas pagal BVPÞ kodà þodþiais);Matavimo vienetai;Kiekis;Sutarties vertë (Eur) su PVM (þodþiu sudarytos sutarties atveju-  sàskaitoje faktûroje ar kt  mokëjimo dokumente nurodyta vertë (Eur) su PVM);Pirkimo bûdas2;Laimëjusio dalyvio pavadinimas;BVPÞ kodas(Skaièiais);Sutarties ásipareigojimø dalis, kuriai laimëtojas ketina pasitelkti treèiuosius asmenis kaip subrangovus, subtiekëjus ar subtiekëjus
2016.03.17;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;inertinës dujos;Kg (kilogramai);29,00;13,35;Apklausa þodþiu;AB Achemos filialas GASCHEMA;24111200-7;0
2016.03.18;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;baterijos;Vnt. (vienetai);2,00;3,4;Apklausa þodþiu;UAB Milgreta;31440000-2;0
2016.04.07;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Paslaugos;árenginiø remontas ir prieþiûra;Vnt. (vienetai);4,00;38,5;Apklausa þodþiu;UAB Dovalga;45259000-7;0
2016.04.15;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;plëvelë;m2  (kvadratiniai metrai);6,00;8,34;Apklausa þodþiu;UAB ERMITAÞAS;44176000-4;0
2016.05.02;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;palapinës;Vnt. (vienetai);1,00;120;Apklausa þodþiu;Edita Karaliûtë verslo liudyjimas  48706210645;39522530-1;0
2016.05.06;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;daþai, lakas, mastika;Vnt. (vienetai);3,00;33,52;Apklausa þodþiu;UAB Ermitaþas;44800000-8;0
2016.05.09;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;árankiø dalys;Vnt. (vienetai);1,00;20,33;Apklausa þodþiu;UAB Ermitaþas;44514200-8;0
2016.05.27;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;kniedës;Vnt. (vienetai);150,00;5,16;Apklausa þodþiu;UAB Ermitaþas;44532100-9;0
2016.05.27;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;þvakës;Vnt. (vienetai);20,00;20,87;Apklausa þodþiu;UAB Ermitaþas;39225600-1;0
2016.04.26;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;statybinës medþiagos ir panaðûs gaminiai;Vnt. (vienetai);1,00;12,16;Apklausa þodþiu;UAB Ermitaþas;44100000-1;0
2016.04.27;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;statybinës medþiagos ir panaðûs gaminiai;Vnt. (vienetai);16,00;28,16;Apklausa þodþiu;UAB Ermitaþas;44100000-1;0
2016.06.23;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Darbai;statybos darbai;Mën (mënesiai);2,00;7946,71;Neskelbiama apklausa raðtu;UAB Stitis;45000000-7;0
2016.06.08;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;apatinës ir virðutinës kûno daliø raumenø treniruokliai;Vnt. (vienetai);21,00;15671;Neskelbiama apklausa raðtu;UAB Atletas;37442300-8;0
2016.05.31;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;biuro reikmenys;Vnt. (vienetai);150,00;104,3;uþsakymas per CPO;UAB Office system;30192000-1;0
2016.03.09;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;biuro reikmenys;Vnt. (vienetai);536,00;81,0095;uþsakymas per CPO LT;UAB Eurobiuras;30192000-1;0
2016.03.09;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;biuro reikmenys;Vnt. (vienetai);50,00;145,805;uþsakymas per CPO LT;UAB Officeday;30192000-1;0
2016.03.14;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;biuro reikmenys;Vnt. (vienetai);396,00;164,3872;uþsakymas per CPO LT;UAB Koslita;30192000-1;0
2016.03.14;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;biuro reikmenys;m (metrai);6000,00;63,1136;uþsakymas per CPO LT;UAB Libeta ir ko;30192000-1;0
2016.02.23;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Paslaugos;paðto paslaugos, susijusios su laiðkais;Vnt. (vienetai);100,00;139,9592;uþsakymas per CPO LT;UAB Bijusta;64112000-4;0
2016.04.15;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Paslaugos;kompiuteriø árangos prieþiûra ir remontas;val (valandos);1,00;12;Neskelbiama apklausa raðtu;UAB ITservis;50312000-5;0
2016.04.15;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Paslaugos;spausdintuvø kasetës;Vnt. (vienetai);1,00;10;Neskelbiama apklausa raðtu;UAB ITservis;30237310-5;0
2016.02.12;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Paslaugos;autobusø nuoma su vairuotoju;Mën (mënesiai);12,00;nuo vaþiavimø kiekio;Neskelbiama apklausa raðtu;UAB A. ir A. Ivaðkevièiaus;60171000-7;0
2016.03.29;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;medaliai;Mën (mënesiai);36,00;priklausomai nuo varþybø skaièiaus;Neskelbiama apklausa raðtu;UAB Sidabrinis medis;18512200-3;0
2016.06.28;Lopðelis-darþelis „Trys nykðtukai“;Prekës;cheminë dezinfekcija;Vnt. (vienetai);1,00;54;Apklausa þodþiu;"UAB :Dezinfektoriø brigada""";90922000-6;-
2016.06.29;Lopðelis-darþelis „Trys nykðtukai“;Prekës;santechninës prekës;Vnt. (vienetai);127,00;107,92;Apklausa þodþiu;"UAB ""Bocas ir ko""";44410000-0;-
2016.06.29;Lopðelis-darþelis „Trys nykðtukai“;Prekës;santechninës prekës;Vnt. (vienetai);35,00;79,4;Apklausa þodþiu;"UAB ""Bocas ir ko""";4441000-0;-
2016.07.08;Lopðelis-darþelis „Trys nykðtukai“;Prekës;statybinës medþiagos;Vnt. (vienetai);362,00;409,34;Apklausa þodþiu;"UAB ""Ðiauliø lyra""";44190000-8;-
2016.07.07;Lopðelis-darþelis „Trys nykðtukai“;Prekës;statybinës medþiagos;Vnt. (vienetai);38,00;103,8;Apklausa þodþiu;"UAB ""Sovaka""";44190000-8;-
2016.07.05;Lopðelis-darþelis „Trys nykðtukai“;Prekës;statybinës medþiagos;Vnt. (vienetai);72,00;349,52;Apklausa þodþiu;"UAB ""Ðiauliø lyra""";44190000-8;-
2016.07.01;Lopðelis-darþelis „Trys nykðtukai“;Paslaugos;statybos remonto paslaugos;Vnt. (vienetai);1,00;700;Neskelbiama apklausa raðtu;Darius Klyvis;500000000-5;-
2016.07.12;Lopðelis-darþelis „Trys nykðtukai“;Prekës;santechnikos prekës;Vnt. (vienetai);4,00;220;Apklausa þodþiu;"UAB ""Sireda""";44410000-0;-
2016.07.12;Lopðelis-darþelis „Trys nykðtukai“;Prekës;santehnikos prekës;Vnt. (vienetai);864,00;1136,44;Apklausa þodþiu;"UAB ""Sireda""";44410000-0;-
2016.07.14;Lopðelis-darþelis „Trys nykðtukai“;Prekës;statybinës medþiagos;Vnt. (vienetai);2,00;12,53;Apklausa þodþiu;"UAB ""Ðiauliø lyra""";44190000-8;-
2016.07.11;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Vaikiðkos knygutës;Vnt. (vienetai);13,00;113,00 Eur. su PVM;Apklausa þodþiu;"UAB ,,VIP supply""";22110000;Ne
2016.01.27;BÁ Ðiauliø miesto savivaldybës Socialiniø paslaugø centras;Paslaugos;Civilinës atsakomybës draudimo paslaugos;Vnt. (vienetai);127,00;532,67;Neskelbiama apklausa raðtu;ERGO Insurance SE Lietuvos filialas;66516000-0;---
2016.07.04;Lopðelis-darþelis „Salduvë“;Darbai;Montavimo paslaugos (iðskyrus programinës árangos);Mën (mënesiai);1,00;13727,26;Skelbiama apklausa raðtu;"UAB ""Beta sistemos""";51000000-9;0
2016.02.26;Lopðelis-darþelis „Þilvitis“;Paslaugos;Ávairios paslaugos (Profesinës rizikos vertinimas)                                                                     ;Mën (mënesiai);12,00;653,40 Eur;Apklausa þodþiu;"UAB ""Sabelija""";98300000-6;ne
2016.02.25;Lopðelis-darþelis „Þilvitis“;Paslaugos;SKALBIMO PASLAUGA;Kg (kilogramai);720,00;531,432;CPO;"UAB ""ÐIAULIØ SKALBYKLA""";98310000-9;NE
2016.04.08;Lopðelis-darþelis „Þilvitis“;Prekës;BIURO REIKMENYS;Vnt. (vienetai);1255,00;79,497;CPO;"UAB ""EUROBIURAS'";30192000-1;NE
2016.04.19;Lopðelis-darþelis „Þilvitis“;Prekës;Þaidimø aikðteliø árenginiai;Vnt. (vienetai);5,00;2800;Apklausa þodþiu;"UAB ""EÞERËLIO VAIVORYKÐTË""";37535200-9;NE
2016.04.12;Lopðelis-darþelis „Þilvitis“;Paslaugos;Elektros energijos tiekimas;kwh;6600,00;1330,4434;CPO;"UAB ""Energijos tiekimas""";65300000-6;NE
2016.07.20;Ðiauliø miesto savivaldybës administracijos Turto valdymo skyrius;Paslaugos;Ðiauliø miesto savivaldybei priklausanèio nekilnojamojo turto vertinimo paslauga;Vnt. (vienetai);7,00;992,2;Neskelbiama apklausa raðtu;"IÁ ""Eksperts""";79419000-4;nëra
2016.01.04;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Gyvulinës kilmës produktai, mësa ir mësos produktai;Mën (mënesiai);12,00;3226,76 Eur. su PVM;Supaprastintas atviras konkursas;"UAB ,,Senoji eglë""";15100000;Nepasitelkë
2016.01.04;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Pieno produktai;Mën (mënesiai);12,00;4520,88 Eur. su PVM;Supaprastintas atviras konkursas;"AB ,,Þemaitijos pienas""";15500000;Ne
2016.01.18;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Statybinës medþiagos ir panaðûs gaminiai;Mën (mënesiai);36,00;3000,00Eur. su PVM;Apklausa þodþiu;"UAB ,,Ðiauliø lyra""";44100000;Ne
2016.01.07;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Paslaugos;Pastatø nuomos ar pardavimo paslauga;Val.;1,00;9,00 Eur. su PVM;Apklausa þodþiu;Daugiabuèio namo Vytauto g. 63 savininkø bendrija;70311000;Ne
2016.01.20;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Paslaugos;Sveikatos prieþiûros ir pirmos pagalbos mokymai;Mën (mënesiai);12,00;4,50 Eur. su PVM;Apklausa þodþiu;"IÁ ,,Sveikatos mokymai""";80560000;Ne
2016.01.26;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Paslaugos;Telefono ryðio ir duomenø perdavimo paslauga;Mën (mënesiai);12,00;36,00 Eur. su PVM;Apklausa þodþiu;"UAB ,,Tele 2""";64210000;Ne
2016.02.25;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Valikliai ir poliravimo priemonës;Vnt. (vienetai);126,00;66,78 Eur. su PVM;CPO;"UAB ,,Koslita""";39800000;Ne
2016.02.08;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Ávairûs spaudiniai;Vnt. (vienetai);21,00;67,25 Eur. su PVM;CPO;"UAB ,,Officeday""";22900000;Ne
2016.02.25;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Biuro reikmenys;Vnt. (vienetai);323,00;63,71Eur. su PVM;CPO;"UAB ,,Eurobiuras""";30192000;Ne
2016.03.02;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Popieriniai higieniniai gaminiai;Vnt. (vienetai);122,00;57,21 Wur. su PVM;CPO;"UAB ,,Libeta ir KO""";33760000;Ne
2016.04.27;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Popieriniai higieniniai gaminiai;Vnt. (vienetai);155,00;60,69 Eur. su PVM;CPO;"UAB ,,Libeta ir KO""";33760000;Ne
2016.05.04;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Paslaugos;Aplinkosauginës paslaugos;Vnt. (vienetai);1,00;140,00 Eur. su PVM;Apklausa þodþiu;"UAB ,,Ðiauliø apþeldinimas""";90700000;Ne
2016.04.22;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Ávairûs spaudiniai;Vnt. (vienetai);21,00;61,24 Eur. su PVM;CPO;"UAB ,,Officeday""";22900000;Ne
2016.06.07;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Ávairûs spaudiniai;Vnt. (vienetai);21,00;59,71 Eur. su PVM;CPO;"UAB ,,Eurobiuras""";22900000;Ne
2016.03.29;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Paslaugos;Elektra;Vnt. (vienetai);12,00;4220,00 Eur. su PVM;CPO;"UAB ,,Imlitex""";09310000-5;Ne
2016.07.07;Lopðelis-darþelis „Þiogelis“;Paslaugos;Ðildymo sistemos hidrauliniai bandymai;Vnt. (vienetai);2,00;96,8;Apklausa þodþiu;"IÁ ""Trys ketvirèiai""";50700000-2;-
2016.07.15;Lopðelis-darþelis „Þiogelis“;Paslaugos;Statinio techninë apþiûra;Vnt. (vienetai);1,00;60;Apklausa þodþiu;V. Grinius;50700000-2;-
2016.07.18;Lopðelis-darþelis „Þiogelis“;Prekës;Ðviestuvai;Vnt. (vienetai);10,00;147,06;Apklausa þodþiu;"UAB ""Kesko Senukai Lithuania""";31000000-6;-
2016.07.18;Lopðelis-darþelis „Þiogelis“;Prekës;Vandens minkðtytojas;Vnt. (vienetai);1,00;72,6;Apklausa þodþiu;"UAB ""Baltic master""";44000000-0;-
2016.07.18;Lopðelis-darþelis „Þiogelis“;Prekës;Statybinës prekës;Vnt. (vienetai);17,00;32,03;Apklausa þodþiu;"UAB ""Mimeta""";44190000-8;-
2016.07.18;Lopðelis-darþelis „Þiogelis“;Paslaugos;Patalpø remontas;M2;185,00;1050;Apklausa þodþiu;A. Javtuðenka;50700000-2;-
2016.06.27;Logopedinis lopðelis - darþelis;Darbai;Grindø ir sienø dangø klojimo darbai, daþymo ir poliravimo darbai;m, vnt, m² ;341,00;3723,84;Skelbiama apklausa raðtu;"UAB ,,Dokesta""";45430000-0 45440000-3;-
2016.06.30;Logopedinis lopðelis - darþelis;Paslaugos;Paðto paslaugos;Vnt. (vienetai);25,00;1,75;Apklausa þodþiu;"AB ,,Lietuvos paðtas""";64110000-0;-
2016.06.30;Logopedinis lopðelis - darþelis;Prekës;Benzinas;l (litrai);20,00;22,04;Apklausa þodþiu;"UAB ,,Apsaga""";09132000-3;-
2016.07.11;Logopedinis lopðelis - darþelis;Prekës;Ávairûs rankiniai árankiai;Vnt. (vienetai);3,00;3,5;Apklausa þodþiu;"UAB ,,Makveþa""";44512000-2;-
2016.07.11;Logopedinis lopðelis - darþelis;Prekës;"Ávairûs rankiniai árankiai; Ávairios statybinës medþiagos";Vnt. (vienetai);16,00;30,86;Apklausa þodþiu;"UAB ,,Makveþa""";"44512000-2; 44190000-8";-
2016.06.19;Logopedinis lopðelis - darþelis;Prekës;" Ávairios statybinës medþiagos
";Vnt. (vienetai);2,00;16,23;Apklausa þodþiu;"UAB ,,Makveþa"""; 44190000-8;-
2016.07.20;Logopedinis lopðelis - darþelis;Paslaugos;Ávairios paslaugos;Vnt. (vienetai);1,00;26,55;Apklausa þodþiu;Valstybës ámonë Registrø centras;98300000-6;-
2016.07.20;Logopedinis lopðelis - darþelis;Prekës;"Ávairûs rankiniai árankiai; Ávairios statybinës medþiagos";vnt, komp;18,00;45,36;Apklausa þodþiu;"UAB ,,Makveþa""";"44512000-2; 44190000-8";-
2016.01.05;BÁ Ðiauliø miesto savivaldybës Socialiniø paslaugø centras;Paslaugos;Paðto paslaugos, susijusios su laiðkais;Vnt. (vienetai);4,00;2,16;Apklausa þodþiu;"AB ""Lietuvos paðtas""";64112000-4;-
2016.07.15;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;34913000-0;Vnt. (vienetai);2,00;5,2;Apklausa þodþiu;UAB Ermitaþas;ávairios atsarginës dalys;0
2016.04.28;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;ávairûs maisto produktai;Kg. l. vnt.;607,00;318,35;Neskelbiama apklausa raðtu;UAB Norfos maþmena;15800000-6;0
2016.05.06;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;medaliai;Vnt. (vienetai);3500,00;1610,85;Neskelbiama apklausa raðtu;UAB Saulës dukros;18512200-3;0
2016.07.25;Sporto mokykla „Atþalynas“;Paslaugos;Projektavimo paslauga;Vnt. (vienetai);1,00;16900;Neskelbiama apklausa raðtu;"MB ""Namo projektas""";71000000;nëra
2016.07.08;Sporto mokykla „Atþalynas“;Paslaugos;Tentas ir jo maketavimas;Vnt. (vienetai);1,00;74,15;Apklausa þodþiu;"UAB Giftika"" ";22000000;nëra
2016.06.29;Sporto mokykla „Atþalynas“;Prekës;Áspëjamieji þenklai;Vnt. (vienetai);6,00;29,84;Apklausa þodþiu;"UAB ""Sabelijos prekyba""     ";22000000;Nëra
2016.07.08;Sporto mokykla „Atþalynas“;Prekës;Medaliai;Vnt. (vienetai);50,00;199,6;Apklausa þodþiu;"UAB ""Taurës""          ";37000000;Nëra
2016.06.29;Jovaro progimnazija;Prekës;Projektoriai;Vnt. (vienetai);2,00;943,8;CPO kat.;"UAB ""ATEA""";38652100-1;-
2016.07.01;Jovaro progimnazija;Paslaugos;Elektros energija;Mën (mënesiai);24,00;3150,04;CPO kat.;"UAB ""Energijos tiekimas""";65300000-6;-
2016.01.06;Ðiauliø futbolo akademija;Prekës;Elektros árenginiai ir aparatai;Vnt. (vienetai);4,00;170,82;Apklausa þodþiu;UAB Gusto prekyba;331600000-2 ;-
2016.01.12;Ðiauliø futbolo akademija;Prekës;Farmacijos produktai;Vnt. (vienetai);26,00;30,53;Apklausa þodþiu;UAB Jautros vaistinë;"33600000-6; 33764000-3; 33141110-4";-
2016.01.14;Ðiauliø futbolo akademija;Paslaugos;Specialistø mokymo paslaugos ;Vnt. (vienetai);1,00;63;Apklausa þodþiu;Lietuvos sporto universitetas;80510000-2;-
2016.01.18;Ðiauliø futbolo akademija;Paslaugos;Specialistø mokymo paslaugos ;Dalyvis;1,00;410;Apklausa þodþiu;Ðiauliø m. savivaldybës ÐC;80510000-2;-
2016.01.19;Ðiauliø futbolo akademija;Prekës;Buitiniai elektros prietaisai maisto produktams;Vnt. (vienetai);1,00;14,99;Apklausa þodþiu;UAB Topo grupë;39711000-9;-
2016.01.20;Ðiauliø futbolo akademija;Prekës;"Auðinimo preparatai; Riebalai ir tepalai";Vnt. (vienetai);4,00;34,7;Apklausa þodþiu;UAB Apsaga;"24951311-8; 24951000-5";-
2016.01.20;Ðiauliø futbolo akademija;Prekës;"Auðinimo preparatai; Riebalai ir tepalai; Specializuoti chemijos produktai";Vnt. (vienetai);5,00;34,7;Apklausa þodþiu;UAB Apsaga;"24951311-8; 24951000-5; 24950000-8";-
2016.01.20;Ðiauliø futbolo akademija;Paslaugos;Gaisrø gesinimo árenginiø prieþiûros paslaugos;Vnt. (vienetai);4,00;25,26;Neskelbiama apklausa raðtu;UAB Nirlita;50413200-5;-
2016.01.22;Ðiauliø futbolo akademija;Paslaugos;Specialistø mokymo paslaugos;Mën (mënesiai);2,00;40;Apklausa þodþiu;Ðiauliø m. savivaldybës ÐC;80510000-2;-
2016.01.25;Ðiauliø futbolo akademija;Paslaugos;Keleiviø transporto priemoniø nuoma su vairuotoju;Vnt. (vienetai);1,00;200;Apklausa þodþiu;UAB LL Mediena;60170000-0;-
2016.01.26;Ðiauliø futbolo akademija;Prekës;Elektros árenginiai ir aparatai;Vnt. (vienetai);3,00;276,89;Apklausa þodþiu;UAB Gusto prekyba;31600000-2;-
2016.01.30;Ðiauliø futbolo akademija;Paslaugos;"Autobusø remonto paslaugos (MAN); Ávairi transporto áranga ir atsarginës dalys";Vnt. (vienetai);17,00;183,21;Apklausa þodþiu;UAB Adampolis;"50113100-1; 34900000-6";-
2016.02.05;Ðiauliø futbolo akademija;Paslaugos;Ávairios remonto ir prieþiûros paslaugos;Vnt. (vienetai);5,00;137,01;Neskelbiama apklausa raðtu;UAB Viva motor;50800000-3;-
2016.02.15;Ðiauliø futbolo akademija;Paslaugos;"Remonto, prieþiûros ir kitos paslaugos, susijusios su asmeniniais kompiuteriais, biuro áranga, telekomunikacijø bei garso ir vaizdo áranga; Spausdintuvø kasetës";Vnt. (vienetai);20,00;133,87;Neskelbiama apklausa raðtu;E. Raudþio firma „Edas”;"50300000-8; 30237310-5";-
2016.02.15;Ðiauliø futbolo akademija;Prekës;"Dovanos ir apdovanojimai (sporto prizai); Ávairios paslaugos";Vnt. (vienetai);2405,00;2885,29;Neskelbiama apklausa raðtu;IÁ Saulës dukros;"18530000-3; 98300000-6";-
2016.02.19;Ðiauliø futbolo akademija;Paslaugos;"Autobusø remonto paslaugos (MAN); Ávairi transporto áranga ir atsarginës dalys";Vnt. (vienetai);30,00;653,04;Apklausa þodþiu;UAB Autostilsas;"50113100-1; 34900000-6";-
2016.05.23;Lopðelis - darþelis „Bangelë“;Prekës;Benzinas;Mën (mënesiai);36,00;200;Apklausa þodþiu;"UAB ""Apsaga""";09132000-3;Nëra
2016.02.20;Ðiauliø futbolo akademija;Prekës;Tepalai, alyvos;Vnt. (vienetai);1,00;11,2;Apklausa þodþiu;UAB Apsaga;24951000-5;-
2016.01.28;Lopðelis - darþelis „Bangelë“;Paslaugos;Su atliekomis susijusios paslaugos;Mën (mënesiai);36,00;750;Apklausa þodþiu;"UAB ""Amazis""";90500000-2;Nëra
2016.02.21;Ðiauliø futbolo akademija;Prekës;Specializuoti chemijos produktai;Vnt. (vienetai);2,00;7,9;Apklausa þodþiu;UAB Apsaga;24950000-8;-
2016.02.29;Lopðelis - darþelis „Bangelë“;Prekës;Ávairûs maisto produktai;Mën (mënesiai);11,00;5810,75;Apklausa þodþiu;"UAB ""Vilguva""";15800000-6;Nëra
2016.02.25;Ðiauliø futbolo akademija;Prekës;Dujinis kuras;l (litrai);50,00;18,32;Apklausa þodþiu;UAB Saurida;09120000-6;-
2016.01.20;Lopðelis - darþelis „Bangelë“;Prekës;Ávairios statybinës medþiagos;Mën (mënesiai);36,00;8000;Apklausa þodþiu;"UAB ""Ðiauliø lyra""";44190000-8;Nëra
2016.02.29;Ðiauliø futbolo akademija;Paslaugos;Remonto, prieþiûros ir kitos paslaugos, susijusios su asmeniniais kompiuteriais, biuro áranga, telekomunikacijø bei garso ir vaizdo áranga;Valandos;1,00;35;Apklausa þodþiu;UAB D&G Kompiuteriai;50300000-8;-
2016.03.03;Ðiauliø futbolo akademija;Prekës;"Kasos aparatai; Popieriniai arba kartoniniai þurnalai, apskaitos knygos, segtuvai, blankai ir kiti spausdinti raðtinës reikmenys; Kasos aparatø juostos";Vnt. (vienetai);8,00;250;Apklausa þodþiu;Romualdo Slonskio ámonë „Romasas“;"30142200-8; 22800000-8; 30192350-9";-
2016.03.07;Ðiauliø futbolo akademija;Prekës;"Skalbikliai; Valikliai; Gaivikliai";Vnt. (vienetai);22,00;33,4;Apklausa þodþiu;UAB Kosvila Baltic;"39831000-6; 39830000-9; 39811100-1";-
2016.03.14;Ðiauliø futbolo akademija;Paslaugos;Keleiviø transporto priemoniø nuoma su vairuotoju;Vnt. (vienetai);1,00;170;Apklausa þodþiu;UAB LL Mediena;60170000-0;-
2016.03.15;Ðiauliø futbolo akademija;Prekës;Popierius spausdintuvams;Vnt. (vienetai);5,00;12,89;Apklausa þodþiu;UAB Eurobiuras;30197630-1;-
2016.03.25;Ðiauliø futbolo akademija;Prekës;Atminties kaupimo laikmenos;Vnt. (vienetai);1,00;65;Apklausa þodþiu;UAB D&G Kompiuteriai;30234500-3;-
2016.03.31;Ðiauliø futbolo akademija;Paslaugos;"Autobusø remonto paslaugos (MAN); Ávairi transporto áranga ir atsarginës dalys";Vnt. (vienetai);3,00;40,84;Apklausa þodþiu;UAB Autostilsas;"50113100-1; 34900000-6";-
2016.03.31;Ðiauliø futbolo akademija;Paslaugos;Turto draudimo paslaugos (butas Radviliðkio g. 64-47);Vnt. (vienetai);1,00;26,32;Apklausa þodþiu;BTA Insurance Company  SE fil. Lietuvoje;66516400-4;-
2016.03.23;Ðiauliø futbolo akademija;Paslaugos;"Autobusø remonto paslaugos (VW); Ávairi transporto áranga ir atsarginës dalys";Vnt. (vienetai);8,00;297,26;Apklausa þodþiu;UAB Autostilsas;"50113100-1; 34900000-6";-
2016.03.25;Ðiauliø futbolo akademija;Paslaugos;Keleiviø transporto priemoniø nuoma su vairuotoju;Kilometrai;330,00;150;Apklausa þodþiu;UAB Juozas veþa;60170000-0;-
2016.02.23;Ðiauliø futbolo akademija;Paslaugos;"Autobusø remonto paslaugos (MAN); Ávairi transporto áranga ir atsarginës dalys";Vnt. (vienetai);12,00;108,23;Apklausa þodþiu;UAB Autostilsas;"50113100-1; 34900000-6";-
2016.02.19;Ðiauliø futbolo akademija;Paslaugos;"Autobusø remonto paslaugos (VW); Ávairi transporto áranga ir atsarginës dalys";Vnt. (vienetai);7,00;225,36;Apklausa þodþiu;UAB Autostilsas;"50113100-1; 34900000-6";-
2016.02.17;Ðiauliø futbolo akademija;Paslaugos;"Autobusø remonto paslaugos (VW); Ávairi transporto áranga ir atsarginës dalys";Vnt. (vienetai);6,00;303,53;Apklausa þodþiu;UAB Transalda;"50113100-1; 34900000-6";-
2016.03.07;Ðiauliø futbolo akademija;Paslaugos;Keleiviø transporto priemoniø nuoma su vairuotoju;Kilometrai;334,00;150;Apklausa þodþiu;UAB Juozas veþa;60170000-0;-
2016.04.07;Ðiauliø futbolo akademija;Paslaugos;Draudimo nuo þalos ar nuostoliø paslaugos (pastatas Kvieèiø g. 9);Vnt. (vienetai);1,00;81;Apklausa þodþiu;Compensa Vienna Insurance Group UADB;66515000-3;-
2016.04.11;Ðiauliø futbolo akademija;Prekës;Lipnûs tvarsèiai (teipai);Vnt. (vienetai);97,00;228,04;Apklausa þodþiu;UAB FD Group;33141111-1;-
2016.04.12;Ðiauliø futbolo akademija;Paslaugos;Specialistø mokymo paslaugos ;Vnt. (vienetai);7,00;175;Apklausa þodþiu;Stats4sportApS filialas;80510000-2;-
2016.04.13;Ðiauliø futbolo akademija;Paslaugos;Pagalbinës statybinës paslaugos;Vnt. (vienetai);35,00;43,96;Neskelbiama apklausa raðtu;UAB Cramo;71326000-9;-
2016.04.15;Ðiauliø futbolo akademija;Prekës;Tràðø skirstytuvai;Vnt. (vienetai);1,00;250;Neskelbiama apklausa raðtu;UAB Viva motor;16141000-5;-
2016.04.15;Ðiauliø futbolo akademija;Prekës;Ávairi biuro áranga ir reikmenys;Vnt. (vienetai);241,00;57,4;CPO LT;UAB CHARLOT LT;30190000-7;-
2016.04.18;Ðiauliø futbolo akademija;Prekës;Popierius spausdintuvams;Vnt. (vienetai);50,00;140,36;CPO LT;UAB Offceday;30197630-1;-
2016.04.23;Ðiauliø futbolo akademija;Darbai;"Gaisrinës signalizacijos sistemø montavimo darbai
Apsaugos nuo ásilauþimo signalizacijos sistemø montavimo darbai";Vnt. (vienetai);1,00;3315,4;Neskelbiama apklausa raðtu;UAB Saugos tarnyba „Argus”;"45312100-8 ;45312200-9";-
2016.04.24;Ðiauliø futbolo akademija;Prekës;Specializuoti chemijos produktai;Vnt. (vienetai);2,00;7,9;Apklausa þodþiu;UAB Apsaga;24950000-8;-
2016.04.29;Ðiauliø futbolo akademija;Paslaugos;Keleiviø transporto priemoniø nuoma su vairuotoju;km;121,00;65;Apklausa þodþiu;UAB Juozas veþa;60170000-0;-
