Data;Institucija;Pirkinys yra:;Pirkinio pavadinimas;Matavimo vienetai;Kiekis;Sutarties vertë (Eur) su PVM (þodþiu sudarytos sutarties atveju-  sàskaitoje faktûroje ar kt  mokëjimo dokumente nurodyta vertë (Eur) su PVM);Pirkimo bûdas;Laimëjusio dalyvio pavadinimas;BVPÞ kodas.;Sutarties ásipareigojimø dalis, kuriai laimëtojas ketina pasitelkti treèiuosius asmenis kaip subrangovus, subtiekëjus ar subteikëjus
2016.02.26;Ðiauliø logopedinë mokykla;paslaugos;Transporto paslaugos ;vnt;1;121;Apklausa þodþiu;Ind. veikla Erlandas Petraitis ;60171000-7;
2016.02.29;Ðiauliø logopedinë mokykla;paslaugos;Ávairios paslaugos (buhalterinë programos aptarnavimas);vnt;1;105,12;Apklausa þodþiu;UAB „Stekas“ ;98300000-6;
2016.03.04;Ðiauliø logopedinë mokykla;prekës;Spaudiniai (plakato spausdinimas);vnt;1;10,28;Apklausa þodþiu;UAB „Gorila reklama“ ;22820000;
2016.03.14;Ðiauliø logopedinë mokykla;prekës;Ðokolado gaminiai;vnt;30;62,21;Apklausa þodþiu;"UAB ""Maxima lt"" ";15842200-4;
2016.03.16;Ðiauliø logopedinë mokykla;paslaugos;Transporto paslaugos ;vnt;1;218;Apklausa þodþiu;Ind. veikla Erlandas Petraitis ;60171000-7;
2016.03.18;Ðiauliø logopedinë mokykla;paslaugos;Transporto paslaugos ;vnt;1;17;Apklausa þodþiu;Ðiauliø miesto savivaldybës Ðvietimo centras ;60171000-7;
2016.03.18;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;1;52;Apklausa þodþiu;Ðiauliø miesto savivaldybës Ðvietimo centras ;80522000-9;
2016.03.22;Ðiauliø logopedinë mokykla;prekës;Spaudiniai (knygos);vnt;10;70,72;Apklausa þodþiu;UAB „VIPsupply“ ;22820000;
2016.03.24;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;1;12;Apklausa þodþiu;Ðiauliø miesto savivaldybës Ðvietimo centras ;80522000-9;
2016.03.24;Ðiauliø logopedinë mokykla;paslaugos;Higienos ágûdþiø mokymai;vnt;17;72,73;Apklausa þodþiu;Ðiauliø miesto visuomenës sveikatos biuras ;80500000-9;
2013.03.25;Ðiauliø logopedinë mokykla;paslaugos;Nakvynës paslaugos;vnt;1;15;Apklausa þodþiu;UAB „Baèkonys“ ;55100000-1;
2016.03.25;Ðiauliø logopedinë mokykla;paslaugos;El. svetainës dizainas;vnt;1;72,45;Apklausa þodþiu;"UAB ""Interneto vizija"" ";72410000-7;
2016.03.30;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;20;40,6;Apklausa þodþiu;Panevëþio pedagogø ðvietimo centras ;80522000-9;
2016.03.30;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;2;16;Apklausa þodþiu;Ðiauliø miesto savivaldybës Ðvietimo centras ;80522000-9;
2016.03.31;Ðiauliø logopedinë mokykla;paslaugos;Ávairios paslaugos (buhalterinë programos aptarnavimas);vnt;1;105,12;Apklausa þodþiu;UAB „Stekas“ ;98300000-6;
2016.03.31;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;90;108,9;Apklausa þodþiu;"UAB ""Sabelija"" ";80522000-9;
2016.03.31;Ðiauliø logopedinë mokykla;prekës;Ávairios ûkinës prekës  (veidrodis );vnt;3;157,68;Apklausa þodþiu;"UAB ""Rëminimo centras"" ";44500000-5;
2016.03.31;Ðiauliø logopedinë mokykla;prekës;Spaudiniai (knygos);vnt;16;93,08;Apklausa þodþiu;UAB „VIPsupply“ ;22820000;
2016.04.12;Ðiauliø logopedinë mokykla;prekës;Spaudiniai (knygos);vnt;4;35,1;Apklausa þodþiu;UAB „VIPsupply“ ;22820000;
2016.04.14;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;1;2;Apklausa þodþiu;Ðiauliø miesto savivaldybës Ðvietimo centras ;80522000-9;
2016.04.14;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;1;12;Apklausa þodþiu;Maþeikiø ðvietimo centras ;80522000-9;
2016.04.14;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;27;378;Apklausa þodþiu;Ðiauliø miesto savivaldybës Ðvietimo centras ;80522000-9;
2016.04.14;Ðiauliø logopedinë mokykla;prekës;Audinys ;m;30;429;Apklausa þodþiu;UAB „Patronesë“  ;19200000-8;
2016.04.15;Ðiauliø logopedinë mokykla;prekës;Ávairios ûkinës prekës (lenta );vnt;5;89,95;Apklausa þodþiu;UAB „JYSK BALTIC“  ;44500000-5;
2016.04.18;Ðiauliø logopedinë mokykla;prekës;Spaudiniai (knygos);vnt;6;59,46;Apklausa þodþiu;UAB „VIPsupply“ ;22820000;
2016.04.20;Ðiauliø logopedinë mokykla;prekës;Ðokolado gaminiai;vnt;40;47,6;Apklausa þodþiu;"UAB ""Maxima lt""";15842200-4;
2016.04.20;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;1;20;Apklausa þodþiu;Ðiauliø universitetas ;80522000-9;
2016.04.20;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;1;20;Apklausa þodþiu;Ðiauliø universitetas ;80522000-9;
2016.04.21;Ðiauliø logopedinë mokykla;paslaugos;Transporto paslaugos ;vnt;1;121;Apklausa þodþiu;UAB Transbusas ;60171000-7;
2016.04.21;Ðiauliø logopedinë mokykla;prekës;Ávairios ûkinës prekës (raktø pakabukas );vnt;14;16,6;Apklausa þodþiu;"UAB ""Lasegra"" ";44500000-5;
2016.04.26;Ðiauliø logopedinë mokykla;prekës;Spaudiniai ;vnt;10;81,63;Apklausa þodþiu;UAB „ALG knygynai“ ;22820000;
2016.04.29;Ðiauliø logopedinë mokykla;paslaugos;Ávairios paslaugos (buhalterinë programos aptarnavimas);vnt;1;105,12;Apklausa þodþiu;UAB „Stekas“ ;98300000-6;
2016.04.29;Ðiauliø logopedinë mokykla;prekës;Biuro technikos áranga;vnt;23;4912,6;CVP IS;"UAB ""Kompiuteriø linija"" ";30200000-1;
2016.04.29;Ðiauliø logopedinë mokykla;prekës;Biuro baldai;vnt;26;1691;Apklausa þodþiu;"UAB ""DOMI grupë"" ";39130000-2;
2016.05.02;Ðiauliø logopedinë mokykla;prekës;Ðokolado gaminiai;vnt;26;58,5;Apklausa þodþiu;"UAB ""Maxima lt"" ";15842200-4;
2016.05.02;Ðiauliø logopedinë mokykla;prekës;Audinys ;m;60;660;Apklausa þodþiu;UAB „Patronesë“  ;19200000-8;
2016.05.02;Ðiauliø logopedinë mokykla;prekës;Farmacijos produktai;vnt;132;120;Apklausa þodþiu;UAB “Nemuno vaistinë”;33600000-6;
2016.05.06;Ðiauliø logopedinë mokykla;paslaugos;Këdþiø remontas (suvirinimas);vnt;30;40,5;Apklausa þodþiu;Gediminas Juozapaitis ;50310000-1;
2016.05.10;Ðiauliø logopedinë mokykla;paslaugos;Ávairios paslaugos (nuotekø tvarkymas);vnt;1;2316,6;þodþiu;"UAB ""Ðiauliø vandenys"" ";98300000-6;
2016.05.10;Ðiauliø logopedinë mokykla;paslaugos;Kvalifikacijos këlimo kursai;vnt;2;30;Apklausa þodþiu;Lietuvos socialinës pediatrijos draugija  ;80511000-9;
2016.05.10;Ðiauliø logopedinë mokykla;paslaugos;Kvalifikacijos këlimo kursai;vnt;2;144;Apklausa þodþiu;ÐU Tæstiniø studijø institutas ;80511000-9;
2016.05.11;Ðiauliø logopedinë mokykla;paslaugos;Kvalifikacijos këlimo kursai;vnt;1;83,49;Apklausa þodþiu;MB „Buhalteriø mokymai“ ;80511000-9;
2016.05.12;Ðiauliø logopedinë mokykla;prekës;Fotografijos paslaugos (nuotraukos);vnt;30;45;Apklausa þodþiu;A.Vileikio fotografijos centras ;79961000-8;
2016.05.13;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;1;5;Apklausa þodþiu;Lietuvos logopedø asociacija ;80522000-9;
2016.05.16;Ðiauliø logopedinë mokykla;paslaugos;Transporto paslaugos ;vnt;1;338,8;Apklausa þodþiu;UAB Transbusas ;60171000-7;
2016.05.16;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;2;32;Apklausa þodþiu;Ðiauliø miesto savivaldybës Ðvietimo centras ;80522000-9;
2016.05.16;Ðiauliø logopedinë mokykla;darbai;Remonto darbai (mokyklos dalies koridoriø);vnt;9;119824,94;CVP IS;"UAB ""Normaida"" ";50000000-5;
2016.05.17;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;1;65;Apklausa þodþiu;"UAB ""FACTUS SUM"" ";80522000-9;
2016.05.19;Ðiauliø logopedinë mokykla;prekës;Indai ;vnt;21;683,53;Apklausa þodþiu;"UAB ""Arvitra Baltic"" ";39221220-5;
2016.05.23;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;1;5;Apklausa þodþiu;Ðiauliø universitetas ;80522000-9;
2016.05.23;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;2;16;Apklausa þodþiu;Ðiauliø universitetas ;80522000-9;
2016.05.24;Ðiauliø logopedinë mokykla;paslaugos;Transporto paslaugos ;vnt;1;181,5;Apklausa þodþiu;UAB „Lunvida“ ;60171000-7;
2016.05.24;Ðiauliø logopedinë mokykla;prekës;Spaudiniai (knygos);vnt;13;81,04;Apklausa þodþiu;UAB „VIPsupply“ ;22820000;
2016.05.26;Ðiauliø logopedinë mokykla;paslaugos;Seminaras;vnt;1;10;Apklausa þodþiu;Ðiauliø miesto savivaldybës Ðvietimo centras ;80522000-9;
2016.05.30;Ðiauliø logopedinë mokykla;prekës;Konditerijos gaminiai;vnt;15;65,24;Apklausa þodþiu;"UAB ""Smaguriø namai"" ";15842200-4;
2016.05.31;Ðiauliø logopedinë mokykla;paslaugos;Ávairios paslaugos (buhalterinë programos aptarnavimas);vnt;1;105,12;Apklausa þodþiu;UAB „Stekas“ ;98300000-6;
2016.05.31;Ðiauliø logopedinë mokykla;prekës;Baldai (vaikiðka lovytë);vnt;3;235;Apklausa þodþiu;UAB „ARTOM“ ;39100000-3;
2016.06.06;Ðiauliø logopedinë mokykla;prekës;Spaudiniai (dienynai);vnt;132;249,83;Apklausa þodþiu;Ðiauliø miesto savivaldybës Ðvietimo ;22820000;
2016.06.21;Ðiauliø logopedinë mokykla;paslaugos;Automobilio techninës inspekcijos paslaugos;vnt;2;23,46;Apklausa þodþiu;UAB „Ðiauliø techniniø apþiûrø centras“ ;71631200-2;
2016.06.23;Ðiauliø logopedinë mokykla;paslaugos;Maðinos  remontas;vnt;1;361;Apklausa þodþiu;"UAB ""Amersiva auto"" ";50100000-6;
2016.06.27;Ðiauliø logopedinë mokykla;paslaugos;Automobilio techninës inspekcijos paslaugos;vnt;2;5,51;Apklausa þodþiu;UAB „Ðiauliø techniniø apþiûrø centras“ ;71631200-2;
2016.06.30;Ðiauliø logopedinë mokykla;prekës;Spaudiniai (knygos);vnt;16;148,08;Apklausa þodþiu;UAB „VIPsupply“ ;22820000;
2016.06.30;Ðiauliø logopedinë mokykla;prekës;Ávairios ûkinës prekës (baterijos);vnt;83;36,8;Apklausa þodþiu;"UAB ""Baterlita"" ";44500000-5;
2016.06.30;Ðiauliø logopedinë mokykla;prekës;Ávairios ûkinës prekës (lynas, alyva);vnt;11;70;Apklausa þodþiu;UAB „Valmanta“     ;44500000-5;
2016.06.30;Ðiauliø logopedinë mokykla;paslaugos;Ávairios paslaugos (buhalterinë programos aptarnavimas);vnt;1;105,12;Apklausa þodþiu;UAB „Stekas“ ;98300000-6;
2016.07.19;Ðiauliø logopedinë mokykla;prekës;Stalai (darbo stalai virtuvëje);vnt;2;548,13;Apklausa þodþiu;UAB „Baltic master;39120000-9;
2016.01.29;Jaunøjø technikø centras;P;manieþo  nuoma;þm/sk.;40;12;Apklausa þodþiu;Ðiauliø lengvosios atletikos ir sveikatingumo centras;92610000;
2016.02.04;Jaunøjø technikø centras;PR;Geriamas vanduo ;l;19;2,32;Apklausa þodþiu;UAB Sidabrinë  srovë;41100000-0;
2016.08.29;Jaunøjø technikø centras;P;manieþo  nuoma;þm/sk.;40;14,7;Apklausa þodþiu;Ðiauliø lengvosios atletikos ir sveikatingumo centras;92610000;
2016.02.22;Jaunøjø technikø centras;P;uþ objekto apsaugà ir apsaugà ir remontà;mën;1;140,18;Apklausa þodþiu;"UAB ""Ðiaulø sauga""";79713000;
2016.03.14;Jaunøjø technikø centras;P;Bugno keitimas spausdintuvui;vnt.;1;31,53;Apklausa þodþiu;"UAB ""Jugeras""";30124000-4;
2016.03.22;Jaunøjø technikø centras;P;Spausdintuvo kasetës pildymas;vnt.;1;11,5;Apklausa þodþiu;"UAB ""Jugeras""";30125100-2;
2016.03.18;Jaunøjø technikø centras;P;uþ objekto apsaugà ir apsaugà ir remontà;mën.;1;140,18;Apklausa þodþiu;"UAB ""Ðiaulø sauga""";79713000;
2016.03.04;Jaunøjø technikø centras;PR;Geriamas vanduo ;l;19;2,32;Apklausa þodþiu;UAB Sidabrinë  srovë;41100000;
2016.03.17;Jaunøjø technikø centras;P;Transporto paslauga;;;80;Apklausa þodþiu;Ðiauliø universitetas;60000000-8;
2016.03.23;Jaunøjø technikø centras;P;Raðalo kaseèiø pildymas;vnt.;4;93,17;Apklausa þodþiu;"UAB ""Jugeras""";30125100-2;
2016.03.30;Jaunøjø technikø centras;P;Gesintuvø pildymas;vnt.;6;22,71;Apklausa þodþiu;Ðiauliø apskrities gaisrininkø draugija;35000000-4;
2016.03.31;Jaunøjø technikø centras;P;manieþo  nuoma;þm/sk.;40;11,7;Apklausa þodþiu;Ðiauliø lengvosios atletikos ir sveikatingumo centras;92610000;
2016.05.06;Jaunøjø technikø centras;PR;Ávairios detalës statybai;vnt.;7;12,49;Apklausa þodþiu;"UAB Prekybos centras Lyra ""Viskas namams"""; 28414000-7 28414100-8;
2016.04.05;Jaunøjø technikø centras;PR;kanceliarinës prekës;vnt.;29;24,2;Apklausa þodþiu;UAB Charlot LT;22800000-8;
2016.04.12;Jaunøjø technikø centras;P;Spausdintuvø remontas;vnt.;2;25;Apklausa þodþiu;UAB ILOGITA;30100000-0;
2016.04.14;Jaunøjø technikø centras;PR;Statybinës medþiagos apdailai;vnt.;9;15,4;Apklausa þodþiu;UAB Ðiauliø Lyra;24663000-9;
2016.04.15;Jaunøjø technikø centras;P;Kompiuterio remontas;vnt.;1;15,5;Apklausa þodþiu;UB ARMODE elektroniks;50312120-2;
2016.04.19;Jaunøjø technikø centras;P;raðalo kasetës pildymas;vnt.;1;6,05;Apklausa þodþiu;"UAB ""Jugeras""";30125100-2;
2016.04.19;Jaunøjø technikø centras;PR;Medaliai ir kiti priedai;vnt.;36;8,45;Apklausa þodþiu;"IÁ ""Saulës dukros""";18512200-3;
2016.04.20;Jaunøjø technikø centras;PR;Statybinës medþiagos ;vnt.;6;12,95;Apklausa þodþiu;UAB Jupojos statybinës medþiagos;28811000-0;
2016.04.19;Jaunøjø technikø centras;P;uþ objekto apsaugà ir apsaugà ir remontà;vnt.;;140,18;Apklausa þodþiu;"UAB ""Ðiaulø sauga""";79713000;
2016.04.10;Jaunøjø technikø centras;PR;Biuro popierius;vnt.;10;28,92;Apklausa þodþiu;"UAB ""Jugeras""";4299100-1;
2016.04.21;Jaunøjø technikø centras;PR;Medþiagos apdailai;vnt.;8;64,88;Apklausa þodþiu;UAB Heliopolis;24663000-9;
2016.04.28;Jaunøjø technikø centras;PR;radijo irelektros detalës;vnt.;97;32,27;Apklausa þodþiu;UAB Lemona;32000000-3;
2016.04.18;Jaunøjø technikø centras;P;raðalo kasetës pildymas;vnt.;1;22,88;Apklausa þodþiu;"UAB ""Jugeras""";30125100-2;
2016.04.25;Jaunøjø technikø centras;P;Nuotraukø spausd. A-4 formatu;vnt.;22;60;Apklausa þodþiu;IÁ A.Vileikio foto.c;22315000-1;
2016.04.26;Jaunøjø technikø centras;P;Maketavimas, spausdinimas;vnt.;18;18;Apklausa þodþiu;"IÁ ""Saulës dukros""";79820000;
2016.05.04;Jaunøjø technikø centras;PR;Ávairios valymo priemonës;vnt.;10;33,71;Apklausa þodþiu;UAB Ðiauliø Lyra;39831200-8 39812400-1;
2016.05.04;Jaunøjø technikø centras;PR;varþtai ir sraigtai;vnt.;200;7,2;Apklausa þodþiu;UAB Ðiauliø Lyra;28711510-7;
2016.05.03;Jaunøjø technikø centras;PR;Geriamas vanduo ;l;19;2,32;Apklausa þodþiu;UAB Sidabrinë  srovë;41110000-3;
2016.05.06;Jaunøjø technikø centras;PR;komp.detalës, atmintukai;vnt.;2;14,98;Apklausa þodþiu;UAB Skytech LT;30200000-1 30234600-4;
2016.05.11;Jaunøjø technikø centras;PR;vëjapjovë;vnt.;1;63,95;Apklausa þodþiu;UAB Ðiauliø Lyra;16310000;
2016.05.19;Jaunøjø technikø centras;P;uþ objekto apsaugà ir apsaugà ir remontà;;;140,18;Apklausa þodþiu;"UAB ""Ðiaulø sauga""";79713000;
2016.05.19;Jaunøjø technikø centras;PR;Medaliai ir kiti priedai;vnt.;128;29,71;Apklausa þodþiu;"IÁ ""Saulës dukros""";18512200-3;
2016.05.18;Jaunøjø technikø centras;PR;Vinys;vnt.;300;16,17;Apklausa þodþiu;UAB Ðiauliø Lyra;44111000-1;
2016.05.19;Jaunøjø technikø centras;PR;Ávairios statybinës medþiagos;vnt.;188;133,82;Apklausa þodþiu;UAB Ðiauliø Lyra;44192000-2;
2016.05.21;Jaunøjø technikø centras;P;raðalo kasetës pildymas;vnt.;1;22,88;Apklausa þodþiu;"UAB ""Jugeras""";30125100-2;
2016.05.20;Jaunøjø technikø centras;PR;Figûrinës dailës medþiagos;vnt.;21;17,42;Apklausa þodþiu;"IÁ ""Saulës dukros""";37000000-8;
2016.05.24;Jaunøjø technikø centras;P;Spaudiniø gamyba;vnt.;9;15,47;Apklausa þodþiu;"IÁ ""Saulës dukros""";22960000-7;
2016.06.01;Jaunøjø technikø centras;PR;segtuvai, blankai ir kiti raðtinës reikm.;vnt.;11;29,34;Apklausa þodþiu;UAB Charlot LT;22800000-8;
2016.06.06;Jaunøjø technikø centras;PR;Taurës, medaliai ir priedai jiems;vnt.;55;23,05;Apklausa þodþiu;"IÁ ""Saulës dukros""";18512200-3;
2016.06.06;Jaunøjø technikø centras;PR;Geriamas vanduo ;l;19;2,32;Apklausa þodþiu;UAB Sidabrinë  srovë;41110000-3;
2016.06.10;Jaunøjø technikø centras;P;Kvalifikacijos këlimo kursai;vnt.;1;105;Apklausa þodþiu;Kauno jaunimo þiniasklaidos centras;80000000-4;
2016.06.07;Jaunøjø technikø centras;PR;Neformaliojo ugdymo dienynai;vnt.;25;23,5;Apklausa þodþiu;Ðiauliø m. saviv. Administracijos ðvietimo skyrius;22810000-1;
2016.06.20;Jaunøjø technikø centras;P;uþ objekto apsaugà ir apsaugà ir remontà;;;140,18;Apklausa þodþiu;"UAB ""Ðiaulø sauga""";79713000;
2016.06.30;Jaunøjø technikø centras;P;raðalo kasetës pildymas;vnt.;1;22,88;Apklausa þodþiu;"UAB ""Jugeras""";30125100-2;
2016.07.26;Jaunøjø technikø centras;PR;uþ objekto apsaugà ir apsaugà ir remontà;;;140,18;Apklausa þodþiu;"UAB ""Ðiaulø sauga""";79713000;
2016.07.05;Jaunøjø technikø centras;PR;Popierius kanceliarinis;vnt.;5;12,95;Apklausa þodþiu;"UAB ""Jugeras""";21230000;
2016.07.05;Jaunøjø technikø centras;PR;Ávairios kanceliarinës prekës;vnt.;25;46,39;Apklausa þodþiu;UAB Charlot LT;22800000-8;
2016.07.05;Jaunøjø technikø centras;PR;Ávairios kanceliarinës prekës;vnt.;8;17,42;Apklausa þodþiu;UAB Charlot LT;22800000-8;
2016.07.20;Jaunøjø technikø centras;PR;Valymo priemonës;vnt.;6;23;Apklausa þodþiu;"UAB firma ""Keslita""";24000000-4;
2016.08.02;Jaunøjø technikø centras;PR;Paðto dëþutë, raktai;vnt.;7;17;Apklausa þodþiu;UAB Ðiauliø Lyra;44522200-7 28512920-9;
2016.08.01;Jaunøjø technikø centras;PR;Buitinës ðluotos, ðepeèiai;vnt.;2;5,72;Apklausa þodþiu;UAB Ðiauliø Lyra;36673300-2;
2016.08.10;Jaunøjø technikø centras;PR;Prietaisas internetui;vnt.;1;26,61;Apklausa þodþiu;UAB Skytech LT;30200000-1;
2016.01.08;"Lopðelis - darþelis ""Sigutë""";P;Nuotekø paslaugos;k/mën.;12;300;–;"UAB ""Ðiauliø vandenys""";90400000-1;
2016.01.12;"Lopðelis - darþelis ""Sigutë""";P;Skalbimo ir sauso;Kg;775;660;Apklausa þodþiu;"UAB ""Ðiaurës banga""";98310000-9;
2016.01.26;"Lopðelis - darþelis ""Sigutë""";P;Remonto ir prieþiûros;Vnt.;1;33,88;Apklausa þodþiu;"UAB ""Kalistara""";50000000-5;
2016.01.27;"Lopðelis - darþelis ""Sigutë""";PR;Statybinës konstrukcijos ir medþiagos;Vnt.;–;500;Apklausa þodþiu;"UAB ""Jupojos statybinës";"44000000-0; 31000000-6";
2016.04.08;"Lopðelis - darþelis ""Sigutë""";PR;Tualetinis popierius,;Vnt.;3;267,17;CPO;"UAB ""Libeta""";33760000-5;
2016.04.08;"Lopðelis - darþelis ""Sigutë""";PR;Baldai (áskaitant biuro;Vnt.;23;268,09;CPO;"UAB ""Koslita""";39000000-2;
2016.04.29;"Lopðelis - darþelis ""Sigutë""";PR;Spaudiniai ir susijæ produktai;Vnt.;–;50;Apklausa þodþiu;"UAB ""Nieko rimto""";22000000-0;
2016.05.01;"Lopðelis - darþelis ""Sigutë""";PR;Muzikos instrumentai,;Vnt.;–;600;Apklausa þodþiu;"UAB ""Gudragalvis""";37000000-8;
2016.05.02;"Lopðelis - darþelis ""Sigutë""";PR;Spaudiniai ir susijæ produktai;Vnt.;–;30;Apklausa þodþiu;"UAB ""Blankø leidykla""";22000000-0;
2016.05.03;"Lopðelis - darþelis ""Sigutë""";PR;Muzikos instrumentai, sporto;Vnt.;2;214;Apklausa þodþiu;"UAB ""Aventus group""";37000000-8;
2016.05.03;"Lopðelis - darþelis ""Sigutë""";PR;Elektra, ðildymas, saulës ir;kWh;30000;1574,4;CPO;"UAB ""Imlitex""";09300000-2;
2016.05.24;"Lopðelis - darþelis ""Sigutë""";PR;Kompiuterinë áranga ir ;Vnt.;–;900;Neskelbiama apklausa raðtu;"UAB ""Kompiuteriø linija""";"30200000-1;72000000-5";
2016.05.26;"Lopðelis - darþelis ""Sigutë""";PR;Muzikos instrumentai, sporto;Vnt.;–;400;Apklausa þodþiu;"UAB ""Thomas philipps""";"37000000-8; 39000000-2";
2016.06.22;"Lopðelis - darþelis ""Sigutë""";PR;Popieriniai raðtinës reikmenys;Vnt.;3;117,45;CPO;"UAB ""Officeday""";30199000-0;
2016.06.22;"Lopðelis - darþelis ""Sigutë""";PR;Biuro maðinos, árenginiai ir;Vnt.;56;446,79;CPO;"UAB ""Charlot""";30100000-0;
2016.06.23;"Lopðelis - darþelis ""Sigutë""";PR;Virtuvës árenginiai, namø;Vnt.;–;300;Apklausa þodþiu;"UAB ""Arkietë""";39220000-0;
2016.01.06;Ðiauliø moksleiviø namai;P;Mokomieji seminarai;dalyvis;1;13,00;AÞ;Ðiauliø miesto savivaldybës Ðvietimo centras;80522000-9;
2016.01.18;Ðiauliø moksleiviø namai;PR;Ávairûs spaudiniai;Vnt.;150;200,00;AÞ;UAB „D&G reklama”;22900000-9;
2016.01.21;Ðiauliø moksleiviø namai;PR;Kilimai, kilimëliai;M;1,8;29,48;AÞ;UAB „Ermitaþas“;39530000-6;
2016.02.09;Ðiauliø moksleiviø namai;PR;Duomenø baziø ir operaciniø sistemø programinës árangos paketai;Paketas;1;68,97;AÞ;„E-Z Way“;48600000-4;
2016.03.02;Ðiauliø moksleiviø namai;PR;Metalo dirbiniai;Vnt.;20;7,02;AÞ;UAB „Svara“;44316400-2;
2016.03.22;Ðiauliø moksleiviø namai;P;Transporto paslaugos;Vnt.;1;17,00;AÞ;Ðiauliø miesto savivaldybës Ðvietimo centras;60000000-8;
2016.03.31;Ðiauliø moksleiviø namai;P;Archyvø naikinimo paslaugos;Kg;230;52,88;AÞ;UAB „Dokumentø valdymo sprendimai;92512100-4;
2016.04.11;Ðiauliø moksleiviø namai;PR;Spausdintuvø kasetës;Vnt.;1;29,96;AÞ;UAB „Redo“;30237310-5;
2016.04.11;Ðiauliø moksleiviø namai;P;Maisto tiekimo paslaugos;vnt;13;58,55;AÞ;UAB „Vatus LT“;55320000-9;
2016.04.14;Ðiauliø moksleiviø namai;P;Apsaugos árangos remonto paslaugos;;1;30,00;AÞ;UAB „Kotesa“;50610000-4;
2016.04.14;Ðiauliø moksleiviø namai;P;Mokomieji seminarai;þm;2;20,00;AÞ;Ðiauliø universiteto Tæstiniø studijø institutas;80522000-9;
2016.05.05;Ðiauliø moksleiviø namai;P;Spausdinimo ir susijusios paslaugos;Vnt.;22;22,00;AÞ;Tauragës r. sav. Pagalbos mokytojui ir mokiniø centras;79800000-2;
2016.05.16;Ðiauliø moksleiviø namai;P;Interneto domenø vardai;Metai;1;10,51;AÞ;UAB „Interneto vizija“;72417000-6;
2016.05.17;Ðiauliø moksleiviø namai;PR;Aplankai;vnt;280;57,60;CPO;UAB „Officeday“;22852000-7;
2016.05.18;Ðiauliø moksleiviø namai;PR;Þaislai;vnt;1;30,99;AÞ;UAB „Norfos maþmena“;37520000-9;
2016.05.19;Ðiauliø moksleiviø namai;PR;Skintos gëlës;Vnt.;50;41,50;AÞ;Arûno Stulgaièio firma;03121200-7;
2016.05.24;Ðiauliø moksleiviø namai;PR;Garso aparatûra;Vnt.;1;345,00;AÞ;UAB „Milgreta“;32342410-9;
2016.05.25;Ðiauliø moksleiviø namai;PR;Audiniai;M;36;450,00;AÞ;UAB „Arnutis“;19210000-1;
2016.05.26;Ðiauliø moksleiviø namai;PR;Lietpalèiai;Vnt.;2000;1282,60;AÞ;UAB „DSP Plius“;18221300-7;
2016.05.30;Ðiauliø moksleiviø namai;PR;Daþai;Vnt.;1;6,82;AÞ;UAB „Senukø prekybos centras“;44810000-1;
2016.06.01;Ðiauliø moksleiviø namai;PR;Laikraðèiai, dienraðèiai, periodiniai leidiniai ir þurnalai;Vnt.;1;27,95;AÞ;UAB „Teisës aktø þinios“;22200000-2;
2016.06.01;Ðiauliø moksleiviø namai;P;Siuvimo paslaugos;Vnt.;16;240,00;AÞ;Zita Lukytë;98393000-4;
2016.06.01;Ðiauliø moksleiviø namai;PR;Dovanos ir apdovanojimai;Vnt.;1;25,00;AÞ;UAB „Foto 202“;18530000-3;
2016.06.02;Ðiauliø moksleiviø namai;PR;Spausdintos knygos;Vnt.;11;61,69;AÞ;UAB „Þiburio knygynas“;22110000-4;
2016.06.07;Ðiauliø moksleiviø namai;P;Muziejø paslaugos;;1;45,00;AÞ;Ðiauliø „Auðros“ muziejus;92521000-9;
2016.06.07;Ðiauliø moksleiviø namai;PR;Dienynai ir uþraðinës;Vnt.;70;90,80;AÞ;Ðiauliø miesto savivaldybës Ðvietimo centras;22817000-0;
2016.06.13;Ðiauliø moksleiviø namai;PR;Meno reikmenys;Vnt.;1;153,60;AÞ;UAB „Charlot Lt“;37820000-2;
2016.06.14;Ðiauliø moksleiviø namai;P;Kino filmø rodymo paslaugos;Vnt.;5;18,75;AÞ;UAB „Forum Cinemas“;92130000-1;
2016.06.14;Ðiauliø moksleiviø namai;PR;Kamðtiena;M2;3,96;60,15;AÞ;UAB „Senukø prekybos centras“;03430000-3;
2016.06.16;Ðiauliø moksleiviø namai;PR;Grandyklës;Vnt.;2;9,17;AÞ;UAB „Makveþa“;42996300-7;
